
	-------------------------------- 
	OrganID	Edep (J)	Dose (Gy)
	-------------------------------- 
93  | 		0	0	0	0	0	0
94  | 		0	0	0	0	0	0
95  | 		4.84607e-11	2.69225e-11	4.84607e-11	4.72381e-23	64	5.11373e-14
96  | 		0	0	0	0	0	0
97  | 		0	0	0	0	0	0
98  | 		0	0	0	0	0	0
99  | 		2.02984e-13	3.49924e-13	2.02984e-13	6.08326e-27	11	4.60985e-15
100  | 		0	0	0	0	0	0
101  | 		0	0	0	0	0	0
102  | 		0	0	0	0	0	0
103  | 		0	0	0	0	0	0
104  | 		0	0	0	0	0	0
105  | 		0	0	0	0	0	0
106  | 		0	0	0	0	0	0
107  | 		7.17287e-11	4.77974e-12	7.17287e-11	1.5402e-22	122	8.70443e-14
108  | 		0	0	0	0	0	0
109  | 		0	0	0	0	0	0
110  | 		0	0	0	0	0	0
111  | 		0	0	0	0	0	0
112  | 		0	0	0	0	0	0
113  | 		0	0	0	0	0	0
114  | 		0	0	0	0	0	0
115  | 		0	0	0	0	0	0
116  | 		0	0	0	0	0	0
117  | 		1.89662e-11	1.53324e-12	1.89662e-11	1.87882e-23	36	8.35523e-14
118  | 		9.00809e-13	5.48114e-13	9.00809e-13	4.02178e-25	3	1.48151e-13
119  | 		1.0167e-15	1.88401e-16	1.0167e-15	1.03368e-30	1	0
120  | 		0	0	0	0	0	0
121  | 		0	0	0	0	0	0
122  | 		0	0	0	0	0	0
123  | 		2.32681e-12	1.58804e-12	2.32681e-12	1.68896e-24	5	1.7409e-13
124  | 		6.51895e-12	1.02013e-11	6.51895e-12	5.32932e-24	10	1.09526e-13
125  | 		0	0	0	0	0	0
126  | 		0	0	0	0	0	0
127  | 		0	0	0	0	0	0
128  | 		0	0	0	0	0	0
129  | 		0	0	0	0	0	0
130  | 		0	0	0	0	0	0
131  | 		2.90884e-15	1.164e-13	2.90884e-15	7.89659e-30	2	1.35387e-15
132  | 		0	0	0	0	0	0
133  | 		0	0	0	0	0	0
134  | 		0	0	0	0	0	0
135  | 		0	0	0	0	0	0
136  | 		0	0	0	0	0	0
137  | 		0	0	0	0	0	0
138  | 		0	0	0	0	0	0
139  | 		0	0	0	0	0	0
140  | 		0	0	0	0	0	0
141  | 		0	0	0	0	0	0
Total energy depositied over all organs = 1.59947e-10 J
Total absorbed dose over all organs = 6.88217e-11 Gy 
