
	-------------------------------- 
	OrganID	Edep (J)	Dose (Gy)
	-------------------------------- 
	12 |		1.93572e-13	2.33107e-12
	20 |		1.53022e-20	8.41194e-20
	21 |		1.76976e-20	7.80663e-19
	26 |		1.16007e-12	2.06107e-12
	27 |		1.73612e-12	3.84898e-12
	28 |		1.99021e-13	7.60552e-13
	29 |		7.6961e-13	1.63036e-12
	41 |		9.27834e-13	2.32761e-12
	42 |		1.39953e-11	2.05457e-11
	51 |		4.19313e-13	2.25207e-12
	52 |		1.88998e-12	6.25675e-12
	53 |		3.93145e-12	3.59924e-11
	54 |		1.092e-13	6.29358e-13
	58 |		1.28509e-13	1.44929e-12
	61 |		4.79946e-12	3.30997e-12
	74 |		3.84074e-13	5.90883e-13
	105 |		3.22053e-13	2.90137e-11
	107 |		1.6748e-11	1.11603e-12
	108 |		2.10721e-16	7.66109e-17
	109 |		1.5435e-11	1.53966e-12
	116 |		1.38007e-12	1.31622e-12
	117 |		1.06414e-11	8.60256e-13
	118 |		1.82318e-20	1.10935e-20
	119 |		4.63581e-12	8.59045e-13
	122 |		7.60273e-14	2.60957e-13
	123 |		8.54295e-13	5.83053e-13
	125 |		5.54415e-13	4.16093e-13
	129 |		5.73453e-13	3.28062e-11
	130 |		4.37466e-13	2.49695e-11
----------------------------------------------------------------------------
-------------------------------ORGAN INFO-----------------------------------
-----------------(of organs where edep/dose was recorded)-------------------
----------------------------------------------------------------------------
ID		Organ Name	    	    	    	Material ID		Density (g/cm^3) 
12    Blood vessels, legs                              28    1.060
20    Ulnae and radii, spongiosa                        5    1.108
21    Ulnae and radii, medullary cavity                24    0.980
26    Cranium, cortical                                 2    1.920
27    Cranium, spongiosa                                8    1.157
28    Femora, upper half, cortical                      2    1.920
29    Femora, upper half, spongiosa                     9    1.124
41    Pelvis, cortical                                  2    1.920
42    Pelvis, spongiosa                                14    1.123
51    Lumbar spine, cortical                            2    1.920
52    Lumbar spine, spongiosa                          19    1.112
53    Sacrum, cortical                                  2    1.920
54    Sacrum, spongiosa                                20    1.031
58    Cartilage, trunk                                 26    1.100
61    Brain                                            32    1.050
74    Small intestine wall                             37    1.040
105   Lymphatic nodes, legs                            47    1.030
107   Muscle, trunk                                    29    1.050
108   Muscle, arms                                     29    1.050
109   Muscle, legs                                     29    1.050
116   Residual tissue, head                            49    0.950
117   Residual tissue, trunk                           49    0.950
118   Residual tissue, arms                            49    0.950
119   Residual tissue, legs                            49    0.950
122   Skin, head                                       27    1.090
123   Skin, trunk                                      27    1.090
125   Skin, legs                                       27    1.090
129   Testis, left                                     42    1.040
130   Testis, right                                    42    1.040

Total Edep over all organs = 8.23018e-11 J
Total dose absorbed over all organs = 1.77727e-10 Gy

----------------------------------------------------------------------------
----------------ORGAN ENERGY DEPOSITIONS AND ABSORBED DOSE------------------
-----------(for all organs [includes air - OrganIDs = 0, 140])--------------
--------------([and top/bottom skin layer - OrganIDs = 141])----------------
----------------------------------------------------------------------------
OrganID	Edep (J) 	Dose (Gy) 	S1_J	S2_J2	N	SE_run_J
-------------------------------
0  | 		9.46451e-14	0	9.46451e-14	3.40132e-29	1922	2.81957e-18
1  | 		0	0	0	0	0	0
2  | 		0	0	0	0	0	0
3  | 		0	0	0	0	0	0
4  | 		0	0	0	0	0	0
5  | 		0	0	0	0	0	0
6  | 		0	0	0	0	0	0
7  | 		0	0	0	0	0	0
8  | 		0	0	0	0	0	0
9  | 		0	0	0	0	0	0
10  | 		0	0	0	0	0	0
11  | 		0	0	0	0	0	0
12  | 		1.93572e-13	2.33107e-12	1.93572e-13	1.29424e-26	3	8.68333e-15
13  | 		0	0	0	0	0	0
14  | 		0	0	0	0	0	0
15  | 		0	0	0	0	0	0
16  | 		0	0	0	0	0	0
17  | 		0	0	0	0	0	0
18  | 		0	0	0	0	0	0
19  | 		0	0	0	0	0	0
20  | 		1.53022e-20	8.41194e-20	1.53022e-20	1.95372e-40	2	6.25674e-21
21  | 		1.76976e-20	7.80663e-19	1.76976e-20	3.13206e-40	1	0
22  | 		0	0	0	0	0	0
23  | 		0	0	0	0	0	0
24  | 		0	0	0	0	0	0
25  | 		0	0	0	0	0	0
26  | 		1.16007e-12	2.06107e-12	1.16007e-12	3.49632e-25	9	5.27181e-14
27  | 		1.73612e-12	3.84898e-12	1.73612e-12	1.89905e-24	8	1.64875e-13
28  | 		1.99021e-13	7.60552e-13	1.99021e-13	1.98564e-26	2	5.08148e-15
29  | 		7.6961e-13	1.63036e-12	7.6961e-13	4.67576e-26	15	5.88422e-15
30  | 		0	0	0	0	0	0
31  | 		0	0	0	0	0	0
32  | 		0	0	0	0	0	0
33  | 		0	0	0	0	0	0
34  | 		0	0	0	0	0	0
35  | 		0	0	0	0	0	0
36  | 		0	0	0	0	0	0
37  | 		0	0	0	0	0	0
38  | 		0	0	0	0	0	0
39  | 		0	0	0	0	0	0
40  | 		0	0	0	0	0	0
41  | 		9.27834e-13	2.32761e-12	9.27834e-13	8.8818e-26	12	1.13746e-14
42  | 		1.39953e-11	2.05457e-11	1.39953e-11	1.84632e-23	28	1.23163e-13
43  | 		0	0	0	0	0	0
44  | 		0	0	0	0	0	0
45  | 		0	0	0	0	0	0
46  | 		0	0	0	0	0	0
47  | 		0	0	0	0	0	0
48  | 		0	0	0	0	0	0
49  | 		0	0	0	0	0	0
50  | 		0	0	0	0	0	0
51  | 		4.19313e-13	2.25207e-12	4.19313e-13	3.99841e-26	5	1.55232e-14
52  | 		1.88998e-12	6.25675e-12	1.88998e-12	1.85109e-25	30	8.71265e-15
53  | 		3.93145e-12	3.59924e-11	3.93145e-12	4.35484e-24	10	1.76673e-13
54  | 		1.092e-13	6.29358e-13	1.092e-13	6.01356e-27	2	5.06212e-15
55  | 		0	0	0	0	0	0
56  | 		0	0	0	0	0	0
57  | 		0	0	0	0	0	0
58  | 		1.28509e-13	1.44929e-12	1.28509e-13	1.65145e-26	1	0
59  | 		0	0	0	0	0	0
60  | 		0	0	0	0	0	0
61  | 		4.79946e-12	3.30997e-12	4.79946e-12	2.19626e-24	48	2.75826e-14
62  | 		0	0	0	0	0	0
63  | 		0	0	0	0	0	0
64  | 		0	0	0	0	0	0
65  | 		0	0	0	0	0	0
66  | 		0	0	0	0	0	0
67  | 		0	0	0	0	0	0
68  | 		0	0	0	0	0	0
69  | 		0	0	0	0	0	0
70  | 		0	0	0	0	0	0
71  | 		0	0	0	0	0	0
72  | 		0	0	0	0	0	0
73  | 		0	0	0	0	0	0
74  | 		3.84074e-13	5.90883e-13	3.84074e-13	2.83305e-26	7	1.3145e-14
75  | 		0	0	0	0	0	0
76  | 		0	0	0	0	0	0
77  | 		0	0	0	0	0	0
78  | 		0	0	0	0	0	0
79  | 		0	0	0	0	0	0
80  | 		0	0	0	0	0	0
81  | 		0	0	0	0	0	0
82  | 		0	0	0	0	0	0
83  | 		0	0	0	0	0	0
84  | 		0	0	0	0	0	0
85  | 		0	0	0	0	0	0
86  | 		0	0	0	0	0	0
87  | 		0	0	0	0	0	0
88  | 		0	0	0	0	0	0
89  | 		0	0	0	0	0	0
90  | 		0	0	0	0	0	0
91  | 		0	0	0	0	0	0
92  | 		0	0	0	0	0	0
93  | 		0	0	0	0	0	0
94  | 		0	0	0	0	0	0
95  | 		0	0	0	0	0	0
96  | 		0	0	0	0	0	0
97  | 		0	0	0	0	0	0
98  | 		0	0	0	0	0	0
99  | 		0	0	0	0	0	0
100  | 		0	0	0	0	0	0
101  | 		0	0	0	0	0	0
102  | 		0	0	0	0	0	0
103  | 		0	0	0	0	0	0
104  | 		0	0	0	0	0	0
105  | 		3.22053e-13	2.90137e-11	3.22053e-13	2.88234e-26	4	1.55293e-14
106  | 		0	0	0	0	0	0
107  | 		1.6748e-11	1.11603e-12	1.6748e-11	8.92084e-24	164	1.64235e-14
108  | 		2.10721e-16	7.66109e-17	2.10721e-16	4.43067e-32	24	8.77007e-18
109  | 		1.5435e-11	1.53966e-12	1.5435e-11	1.11769e-24	265	1.76793e-15
110  | 		0	0	0	0	0	0
111  | 		0	0	0	0	0	0
112  | 		0	0	0	0	0	0
113  | 		0	0	0	0	0	0
114  | 		0	0	0	0	0	0
115  | 		0	0	0	0	0	0
116  | 		1.38007e-12	1.31622e-12	1.38007e-12	5.22441e-25	10	6.07346e-14
117  | 		1.06414e-11	8.60256e-13	1.06414e-11	6.4289e-24	149	1.60334e-14
118  | 		1.82318e-20	1.10935e-20	1.82318e-20	1.90642e-40	2	3.4959e-21
119  | 		4.63581e-12	8.59045e-13	4.63581e-12	2.95136e-25	83	2.30663e-15
120  | 		0	0	0	0	0	0
121  | 		0	0	0	0	0	0
122  | 		7.60273e-14	2.60957e-13	7.60273e-14	3.64414e-27	2	1.94174e-14
123  | 		8.54295e-13	5.83053e-13	8.54295e-13	9.32588e-26	13	1.54254e-14
124  | 		0	0	0	0	0	0
125  | 		5.54415e-13	4.16093e-13	5.54415e-13	3.60763e-26	11	8.59864e-15
126  | 		0	0	0	0	0	0
127  | 		0	0	0	0	0	0
128  | 		0	0	0	0	0	0
129  | 		5.73453e-13	3.28062e-11	5.73453e-13	4.37419e-26	8	6.86075e-15
130  | 		4.37466e-13	2.49695e-11	4.37466e-13	2.80158e-26	7	4.013e-15
131  | 		0	0	0	0	0	0
132  | 		0	0	0	0	0	0
133  | 		0	0	0	0	0	0
134  | 		0	0	0	0	0	0
135  | 		0	0	0	0	0	0
136  | 		0	0	0	0	0	0
137  | 		0	0	0	0	0	0
138  | 		0	0	0	0	0	0
139  | 		0	0	0	0	0	0
140  | 		0	0	0	0	0	0
141  | 		0	0	0	0	0	0
Total energy depositied over all organs = 8.23018e-11 J
Total absorbed dose over all organs = 1.77727e-10 Gy 
