
	-------------------------------- 
	OrganID	Edep (J)	Dose (Gy)
	-------------------------------- 
	4 |		1.10426e-15	3.88688e-14
	5 |		2.07221e-20	6.74328e-19
	11 |		7.26384e-13	4.62076e-11
	19 |		1.20604e-12	4.45362e-12
	20 |		5.37835e-12	2.9566e-11
	26 |		4.12216e-12	7.32372e-12
	27 |		1.87318e-12	4.15283e-12
	32 |		4.52723e-12	1.03227e-11
	34 |		9.91039e-13	1.86513e-12
	35 |		1.48991e-12	2.04271e-12
	47 |		8.73011e-20	8.48242e-19
	48 |		1.33792e-16	1.81906e-15
	61 |		1.22264e-11	8.43201e-12
	100 |		2.11746e-16	9.36928e-14
	106 |		7.31146e-13	6.00378e-13
	107 |		3.27209e-15	2.1804e-16
	108 |		8.93488e-12	3.24842e-12
	109 |		1.10089e-11	1.09815e-12
	116 |		1.61706e-12	1.54224e-12
	117 |		9.04768e-12	7.31419e-13
	118 |		3.33923e-12	2.03182e-12
	119 |		6.14627e-12	1.13894e-12
	121 |		4.26372e-14	1.00346e-12
	122 |		8.8712e-13	3.04497e-12
	123 |		1.29755e-12	8.85572e-13
	124 |		1.00538e-12	1.5733e-12
	125 |		1.04776e-12	7.86353e-13
	126 |		1.2711e-16	3.47107e-15
----------------------------------------------------------------------------
-------------------------------ORGAN INFO-----------------------------------
-----------------(of organs where edep/dose was recorded)-------------------
----------------------------------------------------------------------------
ID		Organ Name	    	    	    	Material ID		Density (g/cm^3) 
4     Posterior nasal passage down to larynx (ET2)     45    1.030
5     Oral mucosa, tongue                              29    1.050
11    Blood vessels, arms                              28    1.060
19    Ulnae and radii, cortical                         2    1.920
20    Ulnae and radii, spongiosa                        5    1.108
26    Cranium, cortical                                 2    1.920
27    Cranium, spongiosa                                8    1.157
32    Femora, lower half, spongiosa                    10    1.108
34    Tibiae, fibulae and patellae, cortical            2    1.920
35    Tibiae, fibulae and patellae, spongiosa          11    1.108
47    Cervical spine, cortical                          2    1.920
48    Cervical spine, spongiosa                        17    1.050
61    Brain                                            32    1.050
100   Lymphatic nodes, extrathoracic airways           47    1.030
106   Muscle, head                                     29    1.050
107   Muscle, trunk                                    29    1.050
108   Muscle, arms                                     29    1.050
109   Muscle, legs                                     29    1.050
116   Residual tissue, head                            49    0.950
117   Residual tissue, trunk                           49    0.950
118   Residual tissue, arms                            49    0.950
119   Residual tissue, legs                            49    0.950
121   Salivary glands, right                           45    1.030
122   Skin, head                                       27    1.090
123   Skin, trunk                                      27    1.090
124   Skin, arms                                       27    1.090
125   Skin, legs                                       27    1.090
126   Spinal cord                                      45    1.030

Total Edep over all organs = 7.76512e-11 J
Total dose absorbed over all organs = 1.32189e-10 Gy

----------------------------------------------------------------------------
----------------ORGAN ENERGY DEPOSITIONS AND ABSORBED DOSE------------------
-----------(for all organs [includes air - OrganIDs = 0, 140])--------------
--------------([and top/bottom skin layer - OrganIDs = 141])----------------
----------------------------------------------------------------------------
OrganID	Edep (J) 	Dose (Gy) 	S1_J	S2_J2	N	SE_run_J
-------------------------------
0  | 		5.22689e-13	0	5.22689e-13	3.19327e-28	1905	6.96414e-18
1  | 		0	0	0	0	0	0
2  | 		0	0	0	0	0	0
3  | 		0	0	0	0	0	0
4  | 		1.10426e-15	3.88688e-14	1.10426e-15	1.2194e-30	1	0
5  | 		2.07221e-20	6.74328e-19	2.07221e-20	3.80416e-40	2	9.10257e-21
6  | 		0	0	0	0	0	0
7  | 		0	0	0	0	0	0
8  | 		0	0	0	0	0	0
9  | 		0	0	0	0	0	0
10  | 		0	0	0	0	0	0
11  | 		7.26384e-13	4.62076e-11	7.26384e-13	3.87428e-25	2	2.48607e-13
12  | 		0	0	0	0	0	0
13  | 		0	0	0	0	0	0
14  | 		0	0	0	0	0	0
15  | 		0	0	0	0	0	0
16  | 		0	0	0	0	0	0
17  | 		0	0	0	0	0	0
18  | 		0	0	0	0	0	0
19  | 		1.20604e-12	4.45362e-12	1.20604e-12	1.24122e-24	2	5.06928e-13
20  | 		5.37835e-12	2.9566e-11	5.37835e-12	8.34327e-24	5	3.57627e-13
21  | 		0	0	0	0	0	0
22  | 		0	0	0	0	0	0
23  | 		0	0	0	0	0	0
24  | 		0	0	0	0	0	0
25  | 		0	0	0	0	0	0
26  | 		4.12216e-12	7.32372e-12	4.12216e-12	3.03245e-24	6	8.17365e-14
27  | 		1.87318e-12	4.15283e-12	1.87318e-12	9.42519e-25	4	7.37795e-14
28  | 		0	0	0	0	0	0
29  | 		0	0	0	0	0	0
30  | 		0	0	0	0	0	0
31  | 		0	0	0	0	0	0
32  | 		4.52723e-12	1.03227e-11	4.52723e-12	6.48304e-24	5	3.45244e-13
33  | 		0	0	0	0	0	0
34  | 		9.91039e-13	1.86513e-12	9.91039e-13	9.82157e-25	1	0
35  | 		1.48991e-12	2.04271e-12	1.48991e-12	8.22553e-25	4	1.4933e-13
36  | 		0	0	0	0	0	0
37  | 		0	0	0	0	0	0
38  | 		0	0	0	0	0	0
39  | 		0	0	0	0	0	0
40  | 		0	0	0	0	0	0
41  | 		0	0	0	0	0	0
42  | 		0	0	0	0	0	0
43  | 		0	0	0	0	0	0
44  | 		0	0	0	0	0	0
45  | 		0	0	0	0	0	0
46  | 		0	0	0	0	0	0
47  | 		8.73011e-20	8.48242e-19	8.73011e-20	2.80421e-39	4	8.65469e-21
48  | 		1.33792e-16	1.81906e-15	1.33792e-16	1.11174e-32	11	9.28839e-18
49  | 		0	0	0	0	0	0
50  | 		0	0	0	0	0	0
51  | 		0	0	0	0	0	0
52  | 		0	0	0	0	0	0
53  | 		0	0	0	0	0	0
54  | 		0	0	0	0	0	0
55  | 		0	0	0	0	0	0
56  | 		0	0	0	0	0	0
57  | 		0	0	0	0	0	0
58  | 		0	0	0	0	0	0
59  | 		0	0	0	0	0	0
60  | 		0	0	0	0	0	0
61  | 		1.22264e-11	8.43201e-12	1.22264e-11	1.70372e-23	14	1.86932e-13
62  | 		0	0	0	0	0	0
63  | 		0	0	0	0	0	0
64  | 		0	0	0	0	0	0
65  | 		0	0	0	0	0	0
