especie,n_bins_lo,n_bins_hi,D_lo_proxy,D_hi_proxy,epsilon_binning_pct,veredicto
SEP_p,8,16,38.35855853916795,28.171627947858347,36.16024821201017,revisar
SEP_p,16,32,28.171627947858347,23.783054960138713,18.452520061342188,revisar
SEP_p,32,64,23.783054960138713,24.83101561479233,4.220369681654612,revisar
GCR_H,8,16,0.8370754690065092,0.818671212774527,2.2480644176566327,auto_continue
GCR_H,16,32,0.818671212774527,0.7957207546377552,2.8842352047509268,limitrofe
GCR_He,8,16,0.3658050967399078,0.3728177354663535,1.8809831344728454,auto_continue
GCR_He,16,32,0.3728177354663535,0.3691667271539901,0.9889862882578873,auto_continue
