organo_id,offset_x_m,D_absorbida_GCR_Gy_dia,D_equivalente_GCR_Sv_dia,D_absorbida_SEP_Gy_evento,D_equivalente_SEP_Sv_evento
0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,0.0,0.0,0.0
1,0.0,81.04430648264515,398.8036676243577,0.0,0.0
1,1.0,0.1271492827552215,0.4597255185918362,0.0,0.0
2,0.0,85.60289233634246,583.6129323668212,0.0,0.0
2,1.0,0.021784205593653762,0.15463453522689793,0.0,0.0
3,0.0,28.857713364019986,305.821055966649,0.0,0.0
3,1.0,0.028802749648544665,0.34233700180863014,0.0,0.0
4,0.0,45.54190367431937,262.6958287647175,0.0,0.0
4,1.0,0.04219259114996255,0.30611799159045977,0.0,0.0
5,0.0,67.35748221982563,370.2084550903704,0.0,0.0
5,1.0,0.017363802674726276,0.20125276988860683,0.0,0.0
6,0.0,34.81845086894702,293.7899512745514,0.0,0.0
6,1.0,0.01698924747278589,0.1949932222068066,0.0,0.0
7,0.0,43.098476183405154,239.94579537689668,0.0,0.0
7,1.0,0.07967156555558759,0.44239991572457327,0.0,0.0
8,0.0,64.89312829896562,472.24260041324897,0.0,0.0
8,1.0,0.03725652224192542,0.25340887601698336,0.0,0.0
9,0.0,22.93103731813146,45.86207463626292,0.0,0.0
9,1.0,0.021260442381987082,0.22333352324610764,0.0,0.0
10,0.0,126.78559547827984,670.2687583906876,0.0,0.0
10,1.0,0.046004644957371735,0.3221925249403109,0.0,0.0
11,0.0,69.42445694589091,470.40983939720377,0.0,0.0
11,1.0,0.04915792739751879,0.32977660533424635,0.0,0.0
12,0.0,90.221798646807,484.44713898437135,0.0,0.0
12,1.0,0.03996026547583938,0.42055923225801234,0.0,0.0
13,0.0,37.74494900790654,290.1791429911764,0.0,0.0
13,1.0,0.027692806857600418,0.1621302837883083,0.0,0.0
14,0.0,41.98841131915395,247.1740911795797,0.0,0.0
14,1.0,0.019712283657589712,0.13786591822146538,0.0,0.0
15,0.0,54.32832077393274,396.0162375674929,0.0,0.0
15,1.0,0.054684076299354546,0.2802992826241112,0.0,0.0
16,0.0,92.66273128413697,582.4487768660786,0.0,0.0
16,1.0,0.01677514867680775,0.15780653134759892,0.0,0.0
17,0.0,76.30524200323082,666.0030126004644,0.0,0.0
17,1.0,0.0368260178741648,0.30134083538773293,0.0,0.0
18,0.0,123.24945102322448,629.5525512974159,0.0,0.0
18,1.0,0.04990637216774534,0.3861267944217214,0.0,0.0
19,0.0,77.6138566522243,424.4408364932368,0.0,0.0
19,1.0,0.024056440421487413,0.20376997877423692,0.0,0.0
20,0.0,79.3473546210148,449.1792185217961,0.0,0.0
20,1.0,0.034019897702510626,0.33337412784883313,0.0,0.0
21,0.0,76.89423347744327,389.95760416201847,0.0,0.0
21,1.0,0.050377995065950996,0.3935617771013082,0.0,0.0
22,0.0,86.38413865989867,501.6511769457611,0.0,0.0
22,1.0,0.04060959793547741,0.5062567610119637,0.0,0.0
23,0.0,91.45925501193516,543.09665798421,0.0,0.0
23,1.0,0.046782060263376286,0.49913677002658663,0.0,0.0
24,0.0,42.14023260165175,237.96414979357053,0.0,0.0
24,1.0,0.013364025737182386,0.07180022380278507,0.0,0.0
25,0.0,34.00193075919378,203.76924625598508,0.0,0.0
