combo_label,M,organo_id,n_seeds_con_datos,edep_medio_J,s_between_J,se_within_medio_J,ratio_se_within_sobre_s_between,ic95_s_between_low,ic95_s_between_high
GCR_He_min_6,5000,12,3,4.0612866666666664e-10,2.917185682011574e-11,2.354520249666667e-11,0.807120460032933,3.336559081607264e-10,4.786014251726069e-10
GCR_He_min_6,5000,13,3,3.0475833333333334e-10,1.8376409369986657e-11,1.654540381e-11,0.9003610812579549,2.591051174036914e-10,3.5041154926297526e-10
GCR_He_min_6,5000,14,3,3.852386666666667e-10,8.288085639840682e-11,1.580244847e-11,0.19066463785120544,1.7933458837757616e-10,5.911427449557572e-10
GCR_He_min_6,5000,15,3,9.995246666666666e-11,1.4655621548516224e-11,8.881301846666667e-12,0.605999671679966,6.35429460869665e-11,1.3636198724636683e-10
GCR_He_min_6,5000,16,3,3.90762e-10,1.49652363496204e-11,1.834268174e-11,1.225686070802702,3.5358329154005444e-10,4.279407084599456e-10
GCR_He_min_6,5000,17,3,2.3761e-10,2.554887298884238e-11,1.3598712530000001e-11,0.5322627160868812,1.7413795865422847e-10,3.0108204134577157e-10
GCR_He_min_6,5000,18,3,1.2818566666666667e-10,1.9013895874684216e-11,1.0618074036666667e-11,0.5584375820004333,8.094871865611437e-11,1.7542261467721897e-10
GCR_He_min_6,5000,19,3,1.4627466666666666e-09,5.52555746810522e-11,5.214527956e-11,0.9437107452233456,1.325473131263686e-09,1.6000202020696473e-09
GCR_He_min_6,5000,20,3,1.0144613333333333e-09,8.623353058603909e-11,3.109444448666667e-11,0.36058415184151993,8.002280784598498e-10,1.2286945882068168e-09
GCR_He_min_6,5000,21,3,1.4972e-10,3.2854524665561666e-11,1.3613790853333334e-11,0.41436578346249525,6.809824905705604e-11,2.3134175094294396e-10
GCR_He_min_6,5000,22,3,1.0360553333333335e-09,6.600993641364407e-11,4.71918637e-11,0.7149206053506449,8.720643261719484e-10,1.2000463404947186e-09
GCR_He_min_6,5000,23,3,8.844473333333333e-10,6.842737446616914e-11,2.6263872993333336e-11,0.38382114173207593,7.144505924518064e-10,1.0544440742148602e-09
GCR_He_min_6,5000,24,3,9.121336666666667e-11,1.8404664236636682e-11,5.768801386666666e-12,0.31344235963746503,4.548995609223504e-11,1.369367772410983e-10
GCR_He_min_6,5000,25,3,1.1313613333333335e-10,2.5851094712861452e-11,6.713005343333334e-12,0.2596797318603872,4.891327101119598e-11,1.773589956554707e-10
GCR_He_min_6,5000,26,3,6.475086666666666e-10,1.1372954173974911e-10,1.947300196e-11,0.1712220207882371,3.64966020707547e-10,9.300513126257862e-10
