species,phase,n_bins,bin_index,energy_mev,seed1,seed2,exit_code,duration_s,out_path
SEP_p,max,32,5,0.05881731777601197,2036311910,2036311911,0,48.17,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin5.out
SEP_p,max,32,6,0.08117368369298639,2036311912,2036311913,0,48.14,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin6.out
SEP_p,max,32,7,0.11202766758902305,2036311914,2036311915,0,20.65,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin7.out
SEP_p,max,32,8,0.15460920010608084,2036311916,2036311917,0,26.16,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin8.out
SEP_p,max,32,9,0.2133759032200396,2036311918,2036311919,0,23.68,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin9.out
SEP_p,max,32,10,0.2944797337010285,2036311920,2036311921,0,20.89,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin10.out
SEP_p,max,32,11,0.4064109969868627,2036311922,2036311923,0,26.05,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin11.out
SEP_p,max,32,12,0.5608871496723951,2036311924,2036311925,0,20.57,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin12.out
SEP_p,max,32,13,0.7740794343657805,2036311926,2036311927,0,21.45,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin13.out
SEP_p,max,32,14,1.0683057564396492,2036311928,2036311929,0,21.97,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin14.out
SEP_p,max,32,15,1.4743670204559345,2036311930,2036311931,0,21.92,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin15.out
SEP_p,max,32,16,2.0347715042298473,2036311932,2036311933,0,25.47,/home/bryam/Documents/iac-project/geant4/ActiveShield_Sim/scripts/pilots/results/fase8_binning_prod/outs/SEP_p_max_bins32_bin16.out
